item_id,features
303390,"Dead Bits, Microblast Games, 2014"
99900,"Spiral Knights, Grey Havens, 2011"
332310,"LEGO® Worlds, TT Games,Traveller's Tales, 2017"
48720,"Mount &amp; Blade: With Fire &amp; Sword, TaleWorlds Entertainment, 2011"
298240,"Red Crucible®: Firestorm, Rocketeer Games Studio, LLC, 2015"
236370,"Interstellar Marines, Zero Point Software, 2013"
245280,"ENSLAVED™: Odyssey to the West™ Premium Edition, Ninja Theory, 2013"
340170,"FINAL FANTASY TYPE-0™ HD, Square Enix, 2015"
25000,"Overgrowth, Wolfire Games, 2017"
22350,"BRINK, Splash Damage, 2011"
98400,"Hard Reset Extended Edition, Flying Wild Hog, 2012"
331500,"Executive Assault, Hesketh Studios, 2015"
363360,"Interstellar Rift, Split Polygon, 2015"
263280,"SPINTIRES™, Oovee® Game Studios, 2014"
24740,"Burnout Paradise: The Ultimate Box, Criterion Games, 2009"
208650,"Batman™: Arkham Knight, Rocksteady Studios, 2015"
35480,"Dwarfs!?, Power of 2, 2011"
219830,"King Arthur's Gold, Transhuman Design, 2013"
15620,"Warhammer 40,000: Dawn of War II, Relic Entertainment,Feral Interactive (Mac/Linux), 2009"
250260,"Jazzpunk: Director's Cut, Necrophone Games, 2014"
237990,"The Banner Saga, Stoic, 2014"
8170,"Battlestations Pacific, Eidos Studio Hungary, 2009"
265890,"Hexcells, Matthew Brown, 2014"
395520,"Missing Translation, AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason, 2015"
225600,"Blade Symphony, Puny Human, 2014"
234670,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD, CyberConnect2 Co. Ltd., 2013"
71340,"Sonic Generations Collection, Devil's Details, 2011"
203650,"Sonic the Hedgehog 4 - Episode II, SEGA, 2012"
238090,"Sniper Elite 3, Rebellion, 2014"
329440,"Sonic Lost World, Sonic Team, 2015"
304410,"Hexcells Infinite, Matthew Brown, 2014"
57740,"Jagged Alliance - Back in Action, Coreplay GmbH,Bigmoon Studios, 2012"
274170,"Hotline Miami 2: Wrong Number, Dennaton Games, 2015"
313080,"The Masterplan, Shark Punch, 2015"
374450,"Cheats 4 Hire, Travian Games GmbH, 2015"
98200,"Frozen Synapse, Mode 7, 2011"
324260,"VoidExpanse, AtomicTorch Studio, 2015"
348620,"Voices from the Sea, Zeiva Inc, 2014"
250760,"Shovel Knight: Treasure Trove, Yacht Club Games, 2014"
282800,"100% Orange Juice, Orange_Juice, 2013"
238240,"Edge of Space, Handyman Studios, 2015"
274560,"Revolution Ace, Laser Guided Games, LLC, 2014"
245470,"Democracy 3, Positech Games, 2013"
29180,"Osmos, Hemisphere Games, 2009"
26500,"Cogs, Lazy 8 Studios, 2009"
55040,"Atom Zombie Smasher, Blendo Games, 2011"
99700,"NightSky, Nicalis, Inc., 2011"
16450,"F.E.A.R. 2: Project Origin, Monolith, 2009"
307670,"Hard West, CreativeForge Games, 2015"
230980,"Starseed Pilgrim, Droqen, 2013"
48800,"Ship Simulator Extremes, VStep, 2010"
250500,"Super Amazing Wagon Adventure, sparsevector, 2013"
367580,"Hook, Maciej Targoni,Wojciech Wasiak, 2015"
244930,"SNOW, Poppermost Productions, 2013"
50300,"Spec Ops: The Line, Yager Development, 2012"
214830,"Half Minute Hero: Super Mega Neo Climax Ultimate Boy, Opus, 2012"
220860,"McPixel, Sos, 2012"
263980,"Out There Somewhere, MiniBoss, 2016"
251870,"Go! Go! Nippon! ~My First Trip to Japan~, OVERDRIVE, 2011"
108800,"Crysis 2 - Maximum Edition, Crytek Studios, 2011"
40700,"Machinarium, Amanita Design, 2009"
211260,"They Bleed Pixels, Spooky Squid Games Inc., 2012"
236450,"PAC-MAN™ Championship Edition DX+, Mine Loader Software Co., Ltd., 2013"
227600,"Castle of Illusion, SEGA Studios Australia,Feral Interactive (Mac), 2013"
252150,"Grimm, Spicyhorse Games, 2014"
92300,"A.R.E.S.: Extinction Agenda, Extend Studio, 2011"
232970,"Thunder Wolves, Most Wanted Entertainment, 2013"
316390,"sZone-Online, Cybertime System, 2015"
104700,"Super MNC, Uber Entertainment, 2012"
17470,"Dead Space, EA Redwood Shores, 2008"
298160,"Eldevin, Hunted Cow Studios, 2014"
289650,"Assassin's Creed® Unity, Ubisoft, 2014"
242820,"140, Carlsen Games, 2013"
300380,"Road Redemption, Pixel Dash Studios, EQgames, 2017"
253250,"Stonehearth, Radiant Entertainment, 2015"
351730,"On My Own, Chad Close,Kyle Weik, 2016"
265550,"Dead Rising 3 Apocalypse Edition, Capcom Game Studio Vancouver, 2014"
389570,"Mitos.is: The Game, Freakinware Studios, 2015"
308420,"Ziggurat, Milkstone Studios, 2014"
232790,"Broken Age, Double Fine Productions, 2014"
12220,"Grand Theft Auto: Episodes from Liberty City, Rockstar North / Toronto, 2010"
1930,"Two Worlds Epic Edition, Reality Pump Studios, 2009"
268400,"Panzer Corps, Flashback Games,The Lordz Games Studio, 2011"
10220,"Postal III, Trashmasters, 2011"
45100,"Secret of the Magic Crystals, Artery Games, 2010"
202130,"Impire, Cyanide Montreal, 2013"
331220,"Thief Town, Glass Knuckle Games, 2014"
227100,"Sniper Elite: Nazi Zombie Army, Rebellion, 2013"
241560,"The Crew™, Ivory Tower in collaboration with Ubisoft Reflections, 2014"
263540,"Villagers and Heroes, Mad Otter Games, 2014"
220440,"DmC: Devil May Cry, Ninja Theory, 2013"
1670,"Iron Warriors: T - 72 Tank Command, Strategy First, 2006"
270570,"Reversion - The Escape (1st Chapter), 3f Interactive, 2012"
35700,"Trine Enchanted Edition, Frozenbyte, 2009"
247020,"Cook, Serve, Delicious!, Vertigo Gaming Inc., 2013"
343780,"Cat Goes Fishing, Cat5Games, 2015"
271860,"Super Killer Hornet: Resurrection, Flump Studios, 2014"
253690,"Tiny Brains, Spearhead Games, 2013"
33460,"From Dust, Ubisoft Montpellier, 2011"
220260,"Farming Simulator 2013 Titanium Edition, Giants Software, 2013"
201790,"Orcs Must Die! 2, Robot Entertainment, 2012"
212160,"Vindictus, Nexon, 2012"
386510,"Pyramid Raid, Travian Games GmbH, 2015"
260230,"Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™, Ubisoft Montpellier, 2014"
262060,"Darkest Dungeon®, Red Hook Studios, 2016"
8340,"Strong Bad's Cool Game for Attractive People: Season 1, Telltale Games, 2008"
254440,"Pool Nation, Cherry Pop Games, 2013"
45760,"Ultra Street Fighter® IV, Capcom, 2014"
207750,"Symphony, Empty Clip Studios, 2012"
300040,"Divine Souls F2P MMO, GamePrix, 2014"
387240,"Steel Rain, PolarityFlow,Adrian Zingg, 2015"
256190,"Enemy Front, CI Games, 2014"
315430,"Polarity, Bluebutton Games, 2014"
342970,"Pixel Survivors, Sachonski,Renamilanesi,Sith, 2016"
40930,"The Misadventures of P.B. Winterbottom, The Odd Gentlemen, 2010"
284140,"Majestic Nights, Epiphany Games, 2014"
300,"Day of Defeat: Source, Valve, 2010"
304650,"SUNLESS SEA, Failbetter Games, 2015"
235800,"Audiosurf 2, Dylan Fitterer, 2015"
275100,"Shelter 2, Might and Delight, 2015"
306020,"Bloons TD 5, Ninja Kiwi, 2014"
255420,"Magic 2015 - Duels of the Planeswalkers, Stainless Games, 2014"
282900,"Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1, IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd., 2015"
311340,"METAL GEAR SOLID V: GROUND ZEROES, Kojima Productions, 2014"
351790,"Invisible Apartment, Milan Kazarka,Jeroen van Oosten, 2015"
260430,"The Four Kings Casino and Slots, Digital Leisure Inc., 2015"
212480,"Sonic &amp; All-Stars Racing Transformed, Sumo Digital, 2013"
33980,"Pound of Ground, Centauri Production, 2010"
222480,"Resident Evil Revelations / Biohazard Revelations, Capcom, 2013"
336380,"Catmouth Island, Colonthree Enterprises, 2014"
229580,"Dream, HyperSloth, 2015"
239200,"Amnesia: A Machine for Pigs, The Chinese Room, 2013"
297120,"Heavy Bullets, Terri Vellmann, 2014"
329830,"The Moon Sliver, David Szymanski, 2014"
34030,"Napoleon: Total War™, The Creative Assembly,Feral Interactive (Mac), 2010"
311400,"OCEAN CITY RACING: Redux, OCR Dev Team,Onur Uça, 2016"
390670,"Steel Ocean, ICE Entertainment, 2015"
22330,"The Elder Scrolls IV: Oblivion® Game of the Year Edition, Bethesda Game Studios, 2007"
9900,"Star Trek Online, Cryptic Studios, 2010"
402840,"Crusaders of the Lost Idols, Codename Entertainment Inc., 2015"
9420,"Supreme Commander: Forged Alliance, Gas Powered Games, 2011"
50620,"Darksiders™, Vigil Games, 2010"
214560,"Mark of the Ninja, Klei Entertainment, 2012"
399790,"Destiny Warriors RPG, ninjalex, 2015"
234710,"Poker Night 2, Telltale Games, 2013"
92800,"SpaceChem, Zachtronics, 2011"
307070,"Memories of a Vagabond, DarkElite, 2014"
259680,"Tales of Maj'Eyal, Netcore Games, 2012"
244710,"Shelter, Might and Delight, 2013"
6880,"Just Cause, Avalanche Studios, 2006"
314160,"Microsoft Flight Simulator X: Steam Edition, Microsoft Game Studios, 2006"
386360,"SMITE®, Hi-Rez Studios, 2015"
353560,"Plug &amp; Play, Mario von Rickenbach,Michael Frei, 2015"
293500,"Amazing World™, Ganz, 2014"
55150,"Warhammer 40,000: Space Marine, Relic, 2011"
204630,"Retro City Rampage™ DX, Vblank Entertainment, Inc., 2014"
35460,"The Ball, Teotl Studios, 2010"
99300,"Renegade Ops, Avalanche Studios, 2011"
92100,"DETOUR, Sandswept Studios, 2011"
10130,"TimeShift™, Saber Interactive, 2007"
45770,"Dead Rising 2: Off the Record, Capcom Vancouver, 2011"
263960,"Wyv and Keep: The Temple of the Lost Idol, A Jolly Corpse, 2014"
267610,"Woodcutter Simulator 2013, United Independent Entertainment GmbH, 2013"
201310,"X3: Albion Prelude, Egosoft, 2011"
209670,"Cortex Command, Data Realms, 2012"
2870,"X Rebirth, Egosoft, 2013"
251430,"The Inner World, Studio Fizbin, 2013"
303210,"The Beginner's Guide, Everything Unlimited Ltd., 2015"
368990,"Despair, AGC, 2015"
206500,"AirMech Strike, Carbon Games, 2012"
212200,"Mabinogi, NEXON Korea Corp., 2012"
247730,"Nether: Resurrected, Phosphor Games Studio, 2014"
271240,"Offworld Trading Company, Mohawk Games, 2016"
227180,"Kingdom Wars, Reverie World Studios, 2013"
398710,"Timberman, Digital Melody, 2015"
38720,"RUSH, Two Tribes, 2010"
23450,"Grand Ages: Rome, Haemimont Games, 2009"
228300,"Remember Me, DONTNOD Entertainment, 2013"
261180,"Lethal League, Team Reptile, 2014"
2310,"QUAKE, id Software, 2007"
237110,"Mortal Kombat Komplete Edition, NetherRealm Studios,High Voltage Software, 2013"
270150,"RUNNING WITH RIFLES, Osumia Games, 2015"
327860,"Salt, Lavaboots Studios, 2014"
375510,"New kind of adventure, Mint Age Studios, 2015"
214790,"The Basement Collection, Edmund McMillen,Tyler Glaiel, 2012"
250380,"Knock-knock, Ice-Pick Lodge, 2013"
234390,"Teleglitch: Die More Edition, Test3 Projects, 2013"
235600,"Tom Clancy’s Splinter Cell Blacklist, Ubisoft Toronto, 2013"
250580,"Paranautical Activity: Deluxe Atonement Edition, Digerati Distribution, 2013"
16710,"Insecticide Part 1, Crackpot Entertainment, 2008"
235250,"Super Sanctum TD, Coffee Stain Studios, 2013"
247080,"Crypt of the NecroDancer, Brace Yourself Games, 2015"
290770,"The Fall, Over The Moon, 2014"
17460,"Mass Effect, BioWare, 2008"
208200,"Doom 3: BFG Edition, id Software, 2012"
327640,"CaesarIA, rdt.32, 2015"
268050,"The Evil Within, Tango Gameworks, 2014"
397340,"SimplePlanes, Jundroo, LLC, 2015"
275670,"Space Run, Passtech Games, 2014"
22600,"Worms Reloaded, Team17 Digital Ltd, 2010"
227260,"DisplayFusion, Binary Fortress Software, 2013"
367570,"oO, Maciej Targoni,Wojciech Wasiak, 2015"
55100,"Homefront, Kaos Studios,Digital Extremes, 2011"
321830,"Cavern Kings, Vine, 2014"
2400,"The Ship: Murder Party, Outerlight Ltd., 2006"
376870,"Minecraft: Story Mode - A Telltale Games Series, Telltale Games, 2015"
285920,"TerraTech, Payload Studios, 2015"
294160,"Galcon 2: Galactic Conquest, Hassey Enterprises, Inc., 2014"
301460,"Electronic Super Joy: Groove City, Michael Todd Games,Yazar Media Group LLC, 2014"
330570,"Noct, C3SK, 2015"
273770,"Game Tycoon 1.5, Sunlight Games, 2014"
292140,"FINAL FANTASY® XIII-2, Square Enix, 2014"
412400,"GASP, Dark Day Interactive, 2015"
232430,"Gone Home, Fullbright, 2013"
242680,"Nuclear Throne, Vlambeer, 2015"
232050,"Eador. Masters of the Broken World, Snowbird Games, 2013"
226860,"Galactic Civilizations III, Stardock Entertainment, 2015"
203350,"King's Bounty: Warriors of the North, 1C-SoftClub, 2012"
235540,"Warhammer: End Times - Vermintide, Fatshark, 2015"
274270,"NOT A HERO, Roll7, 2015"
397430,"Zoombinis, TERC, 2015"
231310,"MirrorMoon EP, Santa Ragione, 2013"
261920,"Catzilla 4K - Advanced, ALLPlayer Group Ltd., 2014"
207080,"Indie Game: The Movie, BlinkWorks Media, 2012"
98600,"Demolition Inc., Zeroscale, 2011"
355840,"Survarium, Vostok Games, 2015"
48000,"LIMBO, Playdead, 2011"
57640,"Broken Sword: Director's Cut, Revolution Software Ltd, 2010"
203830,"The Dark Eye: Chains of Satinav, Daedalic Entertainment, 2012"
237630,"DuckTales: Remastered, WayForward, 2013"
214510,"LEGO The Lord of the Rings, Traveller's Tales, 2012"
234490,"Rush Bros., XYLA Entertainment, 2013"
327410,"A Bird Story, Freebird Games, 2014"
272510,"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution, CyberConnect2 Co., Ltd., 2014"
202750,"Alan Wake's American Nightmare, Remedy Entertainment, 2012"
269210,"Hero Siege, Elias Viglione,Jussi Kukkonen, 2014"
357650,"Project Explore, Sebastian Nigro, 2017"
262120,"Toy Soldiers: Complete, Signal Studios,Krome Studios, 2016"
275200,"Westerado: Double Barreled, Ostrich Banditos, 2015"
269290,"liteCam Game: 100 FPS Game Capture, Rsupport Inc., 2014"
7860,"NecroVision, The Farm 51, 2009"
252350,"Double Dragon: Neon, WayForward,Abstraction Games, 2014"
262260,"Jets'n'Guns Gold, Rake in Grass, 2014"
337320,"Paint the Town Red, South East Games, 2015"
383120,"Empyrion - Galactic Survival, Eleon Game Studios, 2015"
356070,"Commander Cool 2, Orlyapps, 2015"
384150,"TeraBlaster, Black Shell Games, 2015"
246070,"Hack 'n' Slash, Double Fine Productions, 2014"
317510,"Beyond Gravity, Qwiboo Ltd, 2014"
357900,"Make it indie!, Sometimes You, 2015"
91800,"Cloning Clyde, Bacon Wrapped Games, 2011"
319050,"Chaos Reborn, Snapshot Games Inc., 2015"
63800,"Delve Deeper, Lunar Giant, 2010"
274900,"Murder Miners, JForce Games, 2014"
12500,"PuzzleQuest: Challenge of the Warlords, Infinite Interactive, 2007"
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition, Relic Entertainment, 2006"
282140,"SOMA, Frictional Games, 2015"
20540,"Company of Heroes: Tales of Valor, Relic Entertainment, 2009"
233980,"UnEpic, @unepic_fran, 2014"
48190,"Assassin’s Creed® Brotherhood, Ubisoft Montreal, 2011"
29800,"Caster, Elecorn, 2009"
204240,"The Bridge, Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild, 2013"
240970,"Half Minute Hero: The Second Coming, Opus, 2014"
63710,"BIT.TRIP RUNNER, Gaijin Games, 2011"
280010,"Gunjitsu, Decent Machine, 2015"
17330,"Crysis Warhead®, Crytek, 2008"
217140,"Rise of the Triad, Interceptor Entertainment, 2013"
356670,"Spooky's Jump Scare Mansion, Lag Studios, 2015"
333980,"AKIBA'S TRIP: Undead ＆ Undressed, ACQUIRE Corp., 2015"
300080,"Total War Battles: KINGDOM, Creative Assembly, 2016"
290790,"Grey Goo, Petroglyph, 2015"
263740,"FootLOL: Epic Fail League, Lion's Shade, 2013"
398100,"Highschool Romance, Dharker Studio, 2015"
39140,"FINAL FANTASY VII, Square Enix, 2013"
404480,"SC2VN - The eSports Visual Novel, Team Eleven Eleven, 2015"
248390,"Craft The World, Dekovir Entertainment, 2014"
270210,"Melody's Escape, Icetesy SPRL, 2016"
249630,"Delver, Priority Interrupt, 2013"
298600,"Lovely Planet, QUICKTEQUILA, 2014"
246580,"The Typing of The Dead: Overkill, Modern Dream, 2013"
22650,"Alien Breed 2: Assault, Team17 Digital Ltd, 2010"
263420,"Probably Archery, South East Games, 2014"
354240,"Please, Don’t Touch Anything, Four Quarters, 2015"
290730,"My Lands: Black Gem Hunting, Gravvit Ltd,Forbes  Consult Ltd, 2014"
291650,"Pillars of Eternity, Obsidian Entertainment, 2015"
234140,"Mad Max, Avalanche Studios,Feral Interactive (Mac/Linux), 2015"
287100,"Chaos Domain, Holy Warp,Black Wing Foundation, 2014"
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade, Relic Entertainment, 2006"
223830,"Xenonauts, Goldhawk Interactive, 2014"
360,"Half-Life Deathmatch: Source, Valve, 2006"
243800,"Gas Guzzlers Extreme, Gamepires, 2013"
18820,"Zero Gear, Brian Cronin, 2010"
307880,"Savage Lands, Signal Studios,Smart Ghost, 2015"
270450,"Robot Roller-Derby Disco Dodgeball, Erik Asmussen, 2015"
351990,"Riff Racer - Race Your Music!, FOAM Entertainment, 2016"
260160,"The Last Tinker™: City of Colors, Mimimi Productions, 2014"
278360,"A Story About My Uncle, Gone North Games, 2014"
316260,"Disney Universe, Eurocom, 2011"
318130,"Doom &amp; Destiny, Heartbit Interactive, 2011"
230700,"La-Mulana, NIGORO, 2013"
263680,"Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition, Semaphore, 2014"
299460,"Woodle Tree Adventures, Fabio Ferrara, 2014"
15120,"Tom Clancy's Rainbow Six® Vegas 2, Ubisoft Montreal, 2008"
3320,"Insaniquarium Deluxe, PopCap Games, Inc., 2006"
360640,"12 Labours of Hercules II: The Cretan Bull, Jetdogs Studios,Zoom Out Games, 2015"
39210,"FINAL FANTASY XIV Online, Square Enix, 2014"
236790,"Agricultural Simulator 2013 - Steam Edition, Actalogic, 2013"
28000,"Kane &amp; Lynch 2: Dog Days, IO Interactive, 2010"
205910,"Tiny and Big: Grandpa's Leftovers, Black Pants Studio, 2012"
242800,"Day One : Garry's Incident, Wild Games Studio, 2013"
359050,"Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad, marbenx, 2015"
2420,"The Ship: Single Player, Outerlight Ltd., 2006"
320140,"Absolute Drift, Funselektor Labs Inc.,FlippFly, 2015"
267530,"The LEGO® Movie - Videogame, TT Fusion,Traveller's Tales,Feral Interactive (Mac), 2014"
260210,"Assassin’s Creed® Liberation HD, Ubisoft Sofia, 2014"
254700,"resident evil 4 / biohazard 4, Capcom, 2014"
292120,"FINAL FANTASY® XIII, Square Enix, 2014"
263320,"Saturday Morning RPG, Mighty Rabbit Studios, 2014"
232750,"Mars: War Logs, Spiders, 2013"
313160,"Farming Simulator 15, Giants Software, 2014"
226740,"Monster Loves You!, Radial Games Corp,Dejobaan Games, LLC, 2013"
307170,"Borealis, Conrad Nelson, 2014"
386880,"Rake, Konsordo, 2015"
22100,"Mount &amp; Blade, TaleWorlds Entertainment, 2008"
378720,"Thea: The Awakening, MuHa Games, 2015"
339350,"Choice of Robots, Choice of Games, 2014"
343270,"Disillusions Manga Horror, StephenAllen, 2013"
302970,"Radiant Defense, Hexage, 2014"
45300,"Wings of Prey, Gaijin Entertainment, 2009"
12200,"Bully: Scholarship Edition, Rockstar New England, 2008"
21660,"Street Fighter® IV, Capcom, 2009"
24980,"Mass Effect 2, BioWare, 2010"
61310,"Fractal: Make Blooms Not War, Cipher Prime Studios, 2011"
91600,"Sanctum, Coffee Stain Studios, 2011"
99910,"Puzzle Pirates, Three Rings, 2011"
263400,"War of the Human Tanks, Yakiniku Banzai, 2012"
310080,"Hatoful Boyfriend, Mediatonic,Hato Moa,The Irregular Corporation, 2014"
393410,"World of Soccer online, Johannes Eski, 2015"
302270,"Dungeon Defenders Eternity, Nom Nom Games, 2014"
225080,"Brothers - A Tale of Two Sons, Starbreeze Studios AB, 2013"
91900,"Post Apocalyptic Mayhem, Steel Monkeys, 2011"
96000,"The Tiny Bang Story, Colibri Games, 2011"
270490,"The Forest of Doom, Tin Man Games, 2014"
331440,"bit Dungeon II, KintoGames, 2014"
324120,"Verde Station, Duelboot, 2014"
23490,"Tropico 3, Haemimont Games, 2009"
208140,"Endless Space® - Collection, AMPLITUDE Studios, 2012"
324080,"Rising World, JIW-Games, 2014"
17430,"Need for Speed Undercover, EA Black Box, 2008"
32800,"Lord of the Rings: War in the North, Snowblind Studios, 2011"
204080,"The Showdown Effect, Arrowhead Game Studios, 2013"
244590,"Epigenesis, Dead Shark Triplepunch, 2014"
2700,"RollerCoaster Tycoon® 3: Platinum, Frontier,Aspyr (Mac), 2006"
12430,"SlamIt Pinball Big Score, Technetium Games, 2009"
55110,"Red Faction®: Armageddon™, Volition, 2011"
381120,"Shoppe Keep, Strange Fire, 2016"
34010,"Alpha Protocol™, Obsidian Entertainment, 2010"
258970,"Gauntlet™ Slayer Edition, Arrowhead Game Studios, 2014"
280180,"Hover, Midgar Studio,Fusty Game, 2017"
242570,"Space Hulk, Full Control Studios, 2013"
277590,"Assassin's Creed Freedom Cry, Ubisoft Montreal, 2014"
42120,"Lead and Gold: Gangs of the Wild West, Fatshark, 2010"
70100,"Hacker Evolution, exosyphen studios, 2010"
222520,"Champions of Regnum, NGD Studios, 2013"
258520,"The Vanishing of Ethan Carter, The Astronauts, 2014"
367670,"Controller Companion, Koga Tech Limited, 2015"
220900,"Jack Lumber, Owlchemy Labs, 2013"
295990,"Evopollution, Atapki, 2014"
219680,"Proteus, Ed Key and David Kanaga, 2013"
403190,"Planetbase, Madruga Works, 2015"
225280,"Full Mojo Rampage, Over the Top Games, 2014"
15000,"Tom Clancy's Rainbow Six Lockdown™, Red Storm Entertainment, 2006"
337040,"Deadnaut, Screwfly Studios, 2014"
350150,"Scraps: Modular Vehicle Combat, Moment Studio, 2015"
335840,"Goats on a Bridge, Cabygon, 2015"
401190,"Dinosaur Hunt, Racing Bros, 2015"
332500,"GRAV, BitMonster, Inc., 2015"
317820,"Guild of Dungeoneering, Gambrinous, 2015"
207490,"Rayman® Origins, UBIart Montpellier,Feral Interactive (Mac), 2012"
266490,"Lili: Child of Geos - Complete Edition, BitMonster, Inc., 2014"
252330,"Slender: The Arrival, Blue Isle Studios, 2013"
360940,"The Mean Greens - Plastic Warfare, Virtual Basement LLC,Code Headquarters LLC, 2015"
222730,"Reus, Abbey Games, 2013"
247950,"Sacred 3, Keen Games, 2014"
340340,"Domestic Dog, Sean Davy, 2014"
233150,"LUFTRAUSERS, Vlambeer, 2014"
201570,"Really Big Sky, Boss Baddie, 2012"
384310,"Dead In Bermuda, CCCP, 2015"
1510,"Uplink, Introversion Software, 2006"
250620,"Among the Sleep - Enhanced Edition, Krillbite Studio, 2017"
4500,"S.T.A.L.K.E.R.: Shadow of Chernobyl, GSC Game World, 2007"
281820,"Explodemon, Curve Studios, 2011"
318530,"Wings of Vi, Grynsoft, 2014"
209540,"Strike Suit Zero, Born Ready Games Ltd., 2013"
246700,"Strike Vector, Ragequit Corporation, 2014"
301760,"Disney•Pixar Cars 2: The Video Game, Avalanche Software, 2011"
102700,"A.V.A. Alliance of Valiant Arms™, Red Duck Inc., 2011"
375820,"Human Resource Machine, Tomorrow Corporation, 2015"
385830,"Burgers, storm_sharks, 2015"
288470,"Fable Anniversary, Lionhead Studios, 2014"
27020,"The Graveyard, Tale of Tales, 2008"
252530,"OMSI 2: Steam Edition, MR-Software GbR, 2013"
410340,"Liftoff, LuGus Studios, 2015"
280740,"Aperture Tag: The Paint Gun Testing Initiative, Aperture Tag Team, 2014"
248800,"Dysfunctional Systems: Learning to Manage Chaos, Dischan Media, 2013"
345200,"Tasty Blue, Dingo Games, 2015"
200910,"Before the Echo, Iridium Studios, 2011"
215280,"Secret World Legends, Funcom, 2017"
338000,"Echoes+, Binary Zoo,The Game Creators, 2015"
274290,"Gods Will Be Watching, Deconstructeam, 2014"
227860,"Castle Story, Sauropod Studio, 2017"
41000,"Serious Sam HD: The First Encounter, Croteam, 2009"
108500,"Vessel, Strange Loop Games, 2012"
243450,"Urban Trial Freestyle, Tate Multimedia, 2013"
248650,"Draw a Stickman: EPIC, Hitcents, 2013"
350080,"Wolfenstein: The Old Blood, MachineGames, 2015"
15100,"Assassin's Creed™: Director's Cut Edition, Ubisoft Montreal, 2008"
70400,"Recettear: An Item Shop's Tale, EasyGameStation, 2010"
250640,"Croixleur Sigma, souvenir circ., 2014"
263300,"BlazBlue: Calamity Trigger, Arc System Works, 2014"
43500,"M.U.D. TV, Realmforge Studios, 2010"
287290,"Resident Evil Revelations 2 / Biohazard Revelations 2, CAPCOM Co., Ltd., 2015"
38600,"Faerie Solitaire, Subsoap, 2010"
15320,"IL-2 Sturmovik: 1946, 1C: Maddox Games, 2006"
232010,"Euro Truck Simulator, SCS Software, 2008"
354380,"Assassin’s Creed® Chronicles: China, Climax Studios, 2015"
240600,"MotoGP™13, Milestone S.r.l., 2013"
241260,"Sherlock Holmes: Crimes and Punishments, Frogwares, 2014"
9200,"RAGE, id Software, 2011"
222140,"Puddle, Neko Entertainment, 2012"
65300,"Dustforce DX, Hitbox Team, 2012"
18500,"Defense Grid: The Awakening, Hidden Path Entertainment, 2008"
346250,"The Old Tree, Red Dwarf Games, 2012"
361800,"Tree of Life, oddonegames, 2017"
207350,"Ys Origin, Nihon Falcom, 2012"
289340,"Freight Tycoon Inc., Nikita, 2007"
42890,"Sword of the Stars: Complete Collection, Kerberos Productions Inc., 2008"
